Local Authority,Local Electoral Area,Dwelling Type,RT Number,Number of Bedrooms,Number of Bed Spaces,BER,Rent (Month),Floor Space m2,Match Score,ED Name,Tenancy Start,Tenancy Updated
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0524-00999907-25,3,4,E1,750.00,78,,KILLYBEGS,05/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0525-01430274,3,3,,600.00,80,,BALLYSHANNON RURAL,05/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0320-01587269-26,3,5,C1,800.00,150,,LAGHY,03/2020,2026
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0319-01461553-26,3,3,C1,730.00,150,,DONEGAL,03/2019,2026
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0424-00937736-25,3,4,C3,900.00,150,,LAGHY,04/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0925-01548573,3,3,,600.00,150,,KILLYBEGS,09/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0120-01570884-26,3,0,C1,760.00,86,,BUNDORAN URBAN,01/2020,2026
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1124-01227269-25,3,3,,900.00,85,,,11/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1224-01253103-25,3,3,A2,"1,000.00",145,,,12/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0925-01555241,3,4,B3,"1,100.00",90,,DONEGAL,09/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0325-01357183-26,3,5,B3,"1,100.00",90,,BUNDORAN URBAN,03/2025,2026
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0824-01088045-25,3,6,D2,850.00,91,,TANTALLON,08/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0424-00979618-25,3,4,C1,578.00,140,,EANYMORE,04/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0220-01573839-26,4,0,B3,850.00,65,,DONEGAL,02/2020,2026
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0925-01548292,4,4,C2,"1,050.00",80,,BALLYSHANNON URBAN,09/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1125-01634875,4,7,,"1,400.00",100,,BALLYSHANNON URBAN,11/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0925-01567037,4,4,C2,866.67,85,,KILLYBEGS,09/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0625-01464873,4,6,B2,"1,200.00",124,,CROWNARAD,06/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0126-01735299,4,4,B3,"1,600.00",180,,BALLYSHANNON RURAL,01/2026,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1125-01662200,4,8,B3,"1,000.00",185,,BALLINTRA,11/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0625-01464874,4,6,B3,800.00,100,,KILLYBEGS,06/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0225-01315477,4,4,B3,"1,375.00",140,,DONEGAL,02/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1219-01551374-25,4,4,D1,606.67,170,,CAVANGARDEN,12/2019,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1219-01552125-25,4,7,C1,700.00,167,,DONEGAL,12/2019,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1219-01552130-25,4,8,C1,700.00,180,,DONEGAL,12/2019,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0126-01723582-25,4,4,C1,"1,200.00",157,,DUNKINEELY,01/2026,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0925-01569826,4,6,,800.00,172,,INVER,09/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0226-01773914-26,4,8,,"1,083.33",166,,,02/2026,2026
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0125-01263341-26,4,7,,850.00,166,,TULLYNAUGHT,01/2025,2026
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1125-01638065,4,4,,"1,000.00",186,,BALLINTRA,11/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0424-00942208-25,4,4,A2,"1,000.00",152,,BALLINTRA,04/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0624-01024336-25,4,8,,700.00,150,,DONEGAL,06/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0324-00929584-26,5,5,C1,"1,191.67",195,,BONNYGLEN,03/2024,2026
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0523-00557313-25,2,4,D2,541.67,71,,BUNDORAN URBAN,05/2023,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1219-01558285-25,2,4,D2,616.00,80,,BUNDORAN URBAN,12/2019,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0225-01316416-26,2,4,A1,"1,300.00",85,,BALLYSHANNON URBAN,02/2025,2026
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0625-01446971,5,8,,550.00,165,,KILLYBEGS,06/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0924-01157987-25,2,2,C2,866.67,84,,KILLYBEGS,09/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0226-01755411,2,4,C2,800.00,90,,PETTIGOE,02/2026,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1124-01218401-25,2,0,D1,650.00,90,,KILLYBEGS,11/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1225-01668905,4,4,C1,"1,000.00",100,,BALLINTRA,12/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1125-01632188,4,4,C1,"1,350.00",140,,BUNDORAN URBAN,11/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0718-01367264-25,5,6,,600.00,117,,BUNDORAN RURAL,07/2018,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0725-01494323,4,6,C1,760.00,100,,BUNDORAN URBAN,07/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0225-01301924-26,4,4,C2,"1,400.00",100,,DONEGAL,02/2025,2026
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0126-01720682,4,4,C1,700.00,130,,TANTALLON,01/2026,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1025-01616305,4,6,C2,565.00,130,,KILLYBEGS,10/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0524-00997517-25,4,4,C2,800.00,130,,BUNDORAN URBAN,05/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0824-01101517-25,3,3,B2,500.00,110,,KILCAR,08/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0518-01341115-25,3,0,B3,850.00,110,,DONEGAL,05/2018,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0524-01001054-25,3,6,D1,"1,100.00",130,,DONEGAL,05/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0424-00968185-25,3,3,B2,800.00,120,,DONEGAL,04/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0320-01590321-26,4,0,C2,725.00,120,,BUNDORAN URBAN,03/2020,2026
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0225-01334373,3,3,C2,850.00,112,,DONEGAL,02/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0824-01112849-25,3,0,A2,"1,200.00",111,,DONEGAL,08/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0524-00997397-25,3,4,A2,"1,200.00",111,,DONEGAL,05/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0226-01757067,4,6,A3,"1,300.00",125,,CROWNARAD,02/2026,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0226-01760325,4,3,D1,700.00,125,,GLENCOLUMBKILLE,02/2026,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1124-01202370-25,3,6,C3,"1,083.33",124,,CORKERMORE,11/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0226-01774637,3,3,F,"1,050.00",120,,BALLYSHANNON RURAL,02/2026,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1218-01427162-25,3,4,C2,800.00,121,,DONEGAL,12/2018,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0725-01476526,3,4,,600.00,58,,BALLINTRA,07/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0825-01520802,3,3,D1,"1,200.00",100,,BALLINTRA,08/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0126-01715932,3,3,D2,660.00,100,,DONEGAL,01/2026,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1025-01612412,4,8,,"1,200.00",124,,DONEGAL,10/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0925-01563177,4,4,,900.00,111,,DONEGAL,09/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0624-01044623-25,3,4,D1,750.00,100,,DONEGAL,06/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0919-01517098-25,3,4,C3,700.00,111,,BUNDORAN URBAN,09/2019,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0925-01581540,2,2,,800.00,72,,BUNDORAN URBAN,09/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0519-01478358-25,4,4,,"1,200.00",120,,BUNDORAN URBAN,05/2019,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0718-01368867-25,4,8,,800.00,145,,BUNDORAN URBAN,07/2018,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0625-01458768,3,5,,"1,100.00",90,,TANTALLON,06/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0825-01535636-25,3,3,,700.00,90,,TANTALLON,08/2025,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1125-01640356,3,4,,"1,000.00",98,,TANTALLON,11/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-1125-01639139,3,3,,950.00,97,,TANTALLON,11/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0125-01274413-25,3,4,,866.67,100,,KILLYBEGS,01/2025,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0724-01078175-25,3,2,,800.00,100,,KILLYBEGS,07/2024,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0623-00595965-25,4,4,,563.33,111,,KILLYBEGS,06/2023,2025
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0119-01441728-26,4,4,,736.67,118,,KILLYBEGS,01/2019,2026
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0625-01470901,2,2,,750.00,80,,KILLYBEGS,06/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0625-01454913,4,7,C1,"1,100.00",200,,LAGHY,06/2025,
DONEGAL COUNTY COUNCIL,Donegal,House,RT-0525-01415939,3,5,D2,750.00,107,,BALLYSHANNON RURAL,05/2025,
