Local Authority,Local Electoral Area,Dwelling Type,RT Number,Number of Bedrooms,Number of Bed Spaces,BER,Rent (Month),Floor Space m2,Match Score,ED Name,Tenancy Start,Tenancy Updated
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01191175-25,2,0,B2,"2,400.00",50,,RATHMINES EAST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01547661,2,4,C2,"2,546.00",50,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01292982-26,2,0,C2,"2,329.00",50,,RATHMINES EAST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01549515,2,4,D1,"2,400.00",50,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0323-00489198-25,2,0,D2,"1,465.00",50,,RATHMINES EAST B,03/2023,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01586570,2,4,C3,"2,600.00",53,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01307389-26,2,2,D2,"1,756.00",53,,RATHMINES EAST B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01430361,2,4,,"2,200.00",50,,RATHMINES EAST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01194714-25,2,0,,"1,783.00",50,,RATHMINES EAST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0822-00177425-25,2,0,,"1,275.00",50,,RATHMINES EAST B,08/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01180730-25,2,2,B2,"2,828.00",60,,RATHMINES EAST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01290595-26,2,2,B3,"2,300.00",60,,RATHMINES EAST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01241552-25,2,4,B3,"2,602.00",60,,RATHMINES EAST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01111736-25,2,2,C1,"2,122.00",60,,RATHMINES EAST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01410651,2,3,C2,"2,500.00",60,,RATHMINES EAST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-00993330-25,2,2,C3,"2,330.00",60,,RATHMINES EAST B,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1219-01551806-25,2,4,E1,"1,727.00",60,,RATHMINES EAST B,12/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0324-00935918-25,2,2,C3,"2,102.00",59,,RATHMINES EAST B,03/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01102955-25,2,2,D1,"2,300.00",59,,RATHMINES EAST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01255733-25,2,2,D2,"2,300.00",56,,RATHMINES EAST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01715593-26,2,0,F,"1,732.00",57,,RATHMINES EAST B,01/2026,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01542298,2,3,,"1,770.00",55,,RATHMINES EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01433949,3,0,C1,"3,000.00",90,,RATHMINES EAST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01726195,3,6,C2,"3,200.00",85,,RATHMINES EAST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01581136,3,5,C2,"2,715.00",85,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0519-01478797-25,3,3,C3,"2,194.00",90,,RATHMINES EAST B,05/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01766494,3,5,,"3,000.00",80,,RATHMINES EAST B,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01443958,3,3,,"3,495.00",80,,RATHMINES EAST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01674366,1,2,B2,"1,871.00",51,,RATHMINES EAST B,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01556150,1,2,B3,"2,530.00",58,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01579412,1,0,B3,"2,168.00",51,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01557070,1,2,B3,"2,045.00",55,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01753671,2,2,B2,"2,950.00",85,,RATHMINES EAST B,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01434914,2,4,B2,"2,831.00",86,,RATHMINES EAST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01475150,2,4,B2,"2,217.00",90,,RATHMINES EAST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01377976,2,4,B2,"2,700.00",79,,RATHMINES EAST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01280163,2,4,B2,"2,445.00",83,,RATHMINES EAST B,01/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01551603,2,4,B3,"2,789.00",81,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01189210-25,2,2,B3,"2,400.00",72,,RATHMINES EAST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01627720,2,4,B3,"2,262.00",84,,RATHMINES EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01424319,2,4,B3,"2,402.00",89,,RATHMINES EAST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01376088,2,2,B3,"2,636.00",84,,RATHMINES EAST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01349070-26,2,4,B3,"2,738.00",95,,RATHMINES EAST B,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01282528-26,2,0,B3,"2,800.00",82,,RATHMINES EAST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01151261-25,2,4,B3,"2,070.00",84,,RATHMINES EAST B,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01551815,1,0,C1,"1,779.00",55,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01519478,1,1,C1,"1,975.00",55,,RATHMINES EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01199510-25,1,2,C1,"2,257.00",52,,RATHMINES EAST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01045403-25,1,2,C1,"1,729.00",49,,RATHMINES EAST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-00981705-25,1,2,C1,"1,642.00",51,,RATHMINES EAST B,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01631051,1,1,C2,"2,250.00",56,,RATHMINES EAST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01694411,1,2,C3,"1,830.00",56,,RATHMINES EAST B,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01566326,1,4,C3,"2,000.00",65,,PEMBROKE EAST D,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01479251,1,2,C2,"1,837.00",48,,RATHMINES EAST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0324-00934012-25,1,2,C2,"1,977.00",48,,RATHMINES EAST B,03/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01019559-25,1,2,C2,"1,923.00",49,,RATHMINES EAST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01422530,1,2,C2,"2,125.00",50,,RATHMINES EAST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01336866-26,1,2,C2,"1,945.00",50,,RATHMINES EAST B,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01403248,1,2,C2,"1,849.00",55,,RATHMINES EAST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01796291,1,2,C3,"2,300.00",54,,RATHMINES EAST B,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01786409,2,2,C1,"2,950.00",85,,RATHMINES EAST B,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01767945,2,4,C1,"2,771.00",72,,RATHMINES EAST B,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01736009,2,4,C1,"2,825.00",72,,RATHMINES EAST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01595289,2,0,C1,"2,456.00",84,,RATHMINES EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0919-01514619-25,2,4,C1,"1,200.00",90,,RATHMINES EAST B,09/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01563010,2,4,C1,"2,918.00",90,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01457672,2,4,C1,"2,190.00",86,,RATHMINES EAST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01216521-25,2,4,C1,"2,500.00",82,,RATHMINES EAST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01220789-25,2,4,C1,"2,552.00",77,,RATHMINES EAST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01413164,2,2,C1,"2,920.00",84,,RATHMINES EAST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01341657-26,2,4,C1,"2,528.00",76,,RATHMINES EAST B,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01516428,2,4,C2,"2,669.00",79,,RATHMINES EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01293570-26,2,4,C2,"2,583.00",76,,RATHMINES EAST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01081423-25,2,4,C1,"2,690.00",68,,RATHMINES EAST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01656591,2,4,C1,"2,553.00",47,,PEMBROKE EAST D,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01450409,2,0,C3,"2,200.00",48,,PEMBROKE EAST E,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01587305,1,2,C3,"2,170.00",50,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01568680,1,2,C3,"2,298.00",50,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01586571,1,2,C3,"2,000.00",52,,RATHMINES EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01526939,1,2,C3,"2,200.00",50,,RATHMINES EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01278413-26,1,2,C3,"1,884.00",50,,RATHMINES EAST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01750879,2,2,C3,"2,264.00",78,,RATHMINES EAST B,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01032461-25,2,2,C3,"2,636.00",90,,RATHMINES EAST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01516609,2,4,C2,"2,500.00",78,,RATHMINES EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01104109-25,3,5,D1,"3,457.00",105,,RATHMINES EAST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01596034,1,0,D2,"1,544.00",50,,RATHMINES EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01447261,1,2,D2,"1,195.00",50,,RATHMINES EAST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01194148-25,1,2,D2,"1,726.00",50,,RATHMINES EAST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0919-01523823-25,2,0,D2,"2,190.00",90,,RATHMINES EAST B,09/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01446915,2,4,D2,"2,284.00",87,,RATHMINES EAST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0418-01333630-25,2,4,D2,"2,670.00",72,,RATHMINES EAST B,04/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00966464-25,2,4,D1,"1,946.00",80,,RATHMINES EAST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01088739-25,2,0,D1,"2,595.00",84,,RATHMINES EAST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0523-00576261-25,3,4,D2,"1,865.00",93,,RATHMINES EAST B,05/2023,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01604703,1,2,,"1,026.00",32,,RATHMINES EAST D,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01465560-26,1,0,,"1,927.00",65,,RATHMINES EAST D,06/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01058294-25,1,2,,"1,900.00",65,,RATHMINES EAST D,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01467911,1,2,B2,"1,850.00",35,,RATHMINES EAST D,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01467915,1,2,B2,"1,400.00",35,,RATHMINES EAST D,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01467920,1,2,B2,"1,850.00",35,,RATHMINES EAST D,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01467907,1,2,B2,"1,890.00",35,,RATHMINES EAST D,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01454671,1,2,B3,"1,800.00",40,,RATHMINES EAST D,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01311626-26,1,2,C2,"2,050.00",49,,RATHMINES EAST D,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01542870,1,1,C3,"1,800.00",35,,RATHMINES EAST D,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01323541-26,1,2,C3,"1,980.00",35,,RATHMINES EAST D,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01599096,1,2,D2,"1,695.00",35,,RATHMINES EAST D,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01146592-25,1,2,E1,"1,240.00",35,,RATHMINES EAST D,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01698453,1,1,E2,925.00,35,,RATHMINES EAST D,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01395494,1,2,,"1,900.00",60,,RATHMINES EAST D,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01327888,1,2,,"2,400.00",60,,RATHMINES EAST D,02/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0324-00913161-25,1,2,,"1,716.00",60,,RATHMINES EAST D,03/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01089097-25,1,2,F,"1,675.00",37,,RATHMINES EAST D,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0120-01563499-26,1,1,,"1,070.00",40,,RATHMINES EAST D,01/2020,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01704658,1,0,,"1,750.00",40,,RATHMINES EAST D,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01579978,1,2,,965.00,40,,RATHMINES EAST D,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0719-01502633-25,1,1,,"1,300.00",40,,RATHMINES EAST D,07/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01597505,1,1,,"1,710.00",40,,RATHMINES EAST D,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01245240-25,1,1,,"1,637.00",40,,RATHMINES EAST D,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01535710-25,1,2,,"1,824.00",40,,RATHMINES EAST D,08/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01161589-25,1,2,,"1,645.00",40,,RATHMINES EAST D,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0719-01495299-25,1,2,E1,990.00,45,,RATHMINES EAST D,07/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01774825,1,2,,"1,650.00",45,,RATHMINES EAST D,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01752182,1,0,,"1,620.00",45,,RATHMINES EAST D,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01712612,1,1,,899.00,45,,RATHMINES EAST D,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1219-01550571-25,1,1,,500.00,45,,RATHMINES EAST D,12/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01647813,1,1,,540.00,45,,RATHMINES EAST D,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01025202-25,1,2,,"1,430.00",45,,RATHMINES EAST D,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1019-01531262-25,1,1,,600.00,42,,RATHMINES EAST D,10/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01529185,1,2,,"1,713.00",42,,RATHMINES EAST D,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0320-01590836-26,1,2,,950.00,50,,RATHMINES EAST D,03/2020,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01553576,1,0,,"2,350.00",50,,RATHMINES EAST D,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01520028,1,0,,"2,600.00",50,,RATHMINES EAST D,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01513511,1,0,,"2,400.00",50,,RATHMINES EAST D,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01531653,1,2,,"1,700.00",50,,RATHMINES EAST D,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01469746,1,2,,"2,000.00",50,,RATHMINES EAST D,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01019338-25,1,2,,"1,800.00",50,,RATHMINES EAST D,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01034911-25,1,2,,"1,694.00",50,,RATHMINES EAST D,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0518-01336479-25,1,0,,"1,180.00",50,,RATHMINES EAST D,05/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01511304,1,2,,"1,450.00",58,,RATHMINES EAST D,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01118905-25,1,2,,"1,800.00",56,,RATHMINES EAST D,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01403228,1,2,,"1,895.00",55,,RATHMINES EAST D,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01747896,1,2,A3,"2,500.00",60,,PEMBROKE EAST D,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01413539,1,1,,"2,050.00",52,,RATHMINES EAST D,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01548070,2,4,C1,"2,000.00",65,,RATHMINES EAST D,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01265088-26,2,2,C1,"1,880.00",51,,RATHMINES EAST D,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01592228,2,2,D2,"2,500.00",60,,RATHMINES EAST D,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01382367-26,2,0,D2,"1,758.00",48,,RATHMINES EAST D,04/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01332200,2,4,E1,"1,000.00",48,,RATHMINES EAST D,02/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01443641,2,4,E2,"1,835.00",52,,RATHMINES EAST D,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1019-01527819-25,2,2,F,"1,620.00",70,,RATHMINES EAST D,10/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01416518,2,3,F,"1,825.00",52,,RATHMINES EAST D,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01275732-25,2,4,,"1,943.00",80,,RATHMINES EAST D,01/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01735408,2,4,,"2,550.00",75,,RATHMINES EAST D,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01509690,2,4,,"2,550.00",75,,RATHMINES EAST D,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01463132,2,4,,"2,550.00",75,,RATHMINES EAST D,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01463194-26,2,4,,"2,450.00",75,,RATHMINES EAST D,06/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01463188-25,2,4,,"2,550.00",75,,RATHMINES EAST D,06/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01463185-25,2,4,,"2,550.00",75,,RATHMINES EAST D,06/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01135461-25,2,4,,"2,550.00",75,,RATHMINES EAST D,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01083076-25,2,4,,"2,550.00",75,,RATHMINES EAST D,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01082925-25,2,4,,"2,550.00",75,,RATHMINES EAST D,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01569788,2,4,,"1,995.00",40,,RATHMINES EAST D,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01405561-26,2,2,,"1,300.00",40,,RATHMINES EAST D,04/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01036347-25,2,2,,"2,250.00",40,,RATHMINES EAST D,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01597450,3,3,,"3,200.00",100,,RATHMINES EAST D,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01597532,3,3,,"2,900.00",100,,RATHMINES EAST D,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01616795,3,0,A1,"4,200.00",112,,PEMBROKE EAST D,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01642870,3,6,A2,"4,350.00",110,,PEMBROKE EAST D,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01532842,3,6,A2,"4,500.00",114,,PEMBROKE EAST D,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01525005,3,6,A2,"4,600.00",110,,PEMBROKE EAST D,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01308858-26,3,0,A3,"4,325.00",121,,PEMBROKE WEST B,02/2025,2026
