Local Authority,Local Electoral Area,Dwelling Type,RT Number,Number of Bedrooms,Number of Bed Spaces,BER,Rent (Month),Floor Space m2,Match Score,ED Name,Tenancy Start,Tenancy Updated
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01667549,2,4,C3,"2,456.00",45,,RATHMINES EAST A,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0120-01561033-26,2,4,C3,"1,957.00",63,,PEMBROKE WEST C,01/2020,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01719814,2,4,D1,"2,046.00",62,,PEMBROKE WEST C,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01675235,2,2,,"1,995.00",65,,PEMBROKE WEST C,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01510416,2,2,,"2,715.00",65,,PEMBROKE WEST C,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1023-00717830-25,2,4,,"2,200.00",65,,PEMBROKE WEST C,10/2023,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01388733-26,2,2,,"2,400.00",65,,PEMBROKE WEST C,04/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01215859-25,2,2,,"3,463.00",65,,PEMBROKE WEST C,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00953789-26,2,4,B3,"2,212.00",50,,PEMBROKE WEST C,04/2024,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-00989399-25,2,2,C1,"1,945.00",50,,PEMBROKE WEST C,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01387164-26,2,1,C2,"2,300.00",53,,PEMBROKE WEST C,04/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01359169-26,2,0,C3,"2,265.00",53,,PEMBROKE WEST C,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01544963,2,0,,"2,213.00",50,,PEMBROKE WEST C,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01520152,2,2,,"2,417.00",50,,PEMBROKE WEST C,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01459409,2,4,,"2,109.00",50,,PEMBROKE WEST C,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01355708,2,2,,"1,725.00",50,,PEMBROKE WEST C,03/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01121917-25,2,4,,"2,325.00",50,,PEMBROKE WEST C,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01671152,2,4,C1,"2,100.00",60,,PEMBROKE WEST C,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01458794,2,0,D1,"2,800.00",60,,PEMBROKE WEST C,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01502451,2,4,C1,"2,550.00",58,,PEMBROKE WEST C,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01617964,2,2,C2,"2,140.00",58,,PEMBROKE WEST C,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01663249,2,2,,"2,000.00",60,,PEMBROKE WEST C,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01642494,2,0,,"2,196.00",60,,PEMBROKE WEST C,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01394639,2,4,,"2,600.00",60,,PEMBROKE WEST C,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01459435,2,0,,"2,530.00",60,,PEMBROKE WEST C,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01067685-25,2,3,C2,"1,920.00",55,,PEMBROKE WEST C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01504435,2,0,C3,"2,177.00",55,,PEMBROKE WEST C,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-01002047-25,2,3,C3,"2,000.00",55,,PEMBROKE WEST C,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01325292-26,2,4,C2,"2,600.00",54,,PEMBROKE WEST C,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01313985-26,2,2,,"2,369.00",55,,PEMBROKE WEST C,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01755490-25,2,2,,"2,050.00",55,,PEMBROKE WEST C,02/2026,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01076424-25,3,6,B3,"3,777.00",83,,PEMBROKE WEST C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01446507,3,0,C1,"2,690.00",80,,PEMBROKE WEST C,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-00998336-25,3,0,C3,"2,786.00",65,,PEMBROKE WEST C,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00968357-25,3,6,C3,"2,900.00",110,,PEMBROKE WEST C,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0418-01325216-25,3,3,D1,"2,085.00",120,,PEMBROKE WEST C,04/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01566346,3,4,D2,"3,450.00",85,,PEMBROKE WEST C,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01470039,3,6,D2,"3,014.00",70,,PEMBROKE WEST C,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01456942,3,6,E1,"3,039.00",75,,PEMBROKE WEST C,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01441409,3,0,F,"2,549.00",100,,PEMBROKE WEST C,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01785757,3,0,G,"3,464.00",120,,PEMBROKE WEST C,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01411483,3,3,,"2,489.00",80,,PEMBROKE WEST C,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1019-01534393-25,3,5,C1,"2,658.98",80,,RATHMINES EAST B,10/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01602482,3,0,C2,"2,392.00",80,,RATHMINES EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01599471,3,3,C3,"3,050.00",78,,RATHMINES EAST A,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01427592,3,6,D1,"2,627.00",82,,RATHMINES WEST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01661434,3,0,C1,"1,867.00",84,,RATHMINES EAST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01080215-25,3,0,D2,"2,240.00",75,,PEMBROKE WEST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0918-01393040-25,3,6,D2,"2,179.00",75,,RATHMINES WEST B,09/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01449711,3,3,F,"2,400.00",75,,RATHMINES EAST D,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01467819,3,5,E2,"2,400.00",71,,RATHMINES EAST A,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01054705-25,3,6,C2,"2,087.00",65,,PEMBROKE EAST D,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01189192-25,3,3,,"4,500.00",70,,PEMBROKE EAST D,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01361462,3,3,,"2,800.00",72,,PEMBROKE EAST D,03/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01522498,3,0,G,"2,936.00",62,,RATHMINES EAST A,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01205102-25,3,4,,"1,985.00",65,,RATHMINES WEST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0918-01397758-25,3,6,,"2,237.00",65,,PEMBROKE WEST B,09/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01256276-25,3,0,C2,"2,806.00",60,,RATHMINES EAST A,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01541317,3,3,,"2,620.00",62,,PEMBROKE EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01074996-25,3,6,,"2,524.00",55,,RATHMINES WEST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01030160-25,3,4,,"2,051.00",60,,RATHMINES EAST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01531729,1,2,B3,"2,150.00",46,,PEMBROKE WEST C,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0719-01499076-26,2,4,B3,"2,028.00",90,,PEMBROKE WEST C,07/2019,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01701594,3,3,B3,"3,570.00",85,,PEMBROKE EAST E,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1019-01527607-25,3,6,B3,"2,872.00",85,,RATHMINES EAST B,10/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01105417-25,1,1,C1,"1,780.00",42,,PEMBROKE WEST C,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01465905,2,4,C1,"2,288.00",92,,PEMBROKE WEST C,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01486900,2,4,C2,"2,680.00",100,,PEMBROKE WEST C,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-01002641-25,3,5,C2,"2,127.00",84,,RATHMINES EAST B,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01795598,1,0,C3,"1,900.00",46,,PEMBROKE WEST C,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01114910-25,1,2,C3,"2,003.00",49,,PEMBROKE WEST C,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01082376-25,1,2,C3,"2,337.00",48,,PEMBROKE WEST C,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01515975,2,2,C3,"2,900.00",97,,PEMBROKE WEST C,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01418546,2,4,C3,"2,733.00",90,,PEMBROKE WEST C,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00942210-26,3,6,C3,"3,042.00",85,,PEMBROKE EAST B,04/2024,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01593732,1,2,D2,"1,903.00",46,,PEMBROKE WEST C,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01541376,1,1,D2,"1,792.00",44,,PEMBROKE WEST C,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01454994,1,2,D2,"2,025.00",44,,PEMBROKE WEST C,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01405175,1,2,D1,"2,500.00",38,,PEMBROKE WEST C,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0618-01349835-25,1,1,D2,"1,000.00",39,,PEMBROKE WEST C,06/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01250857-25,1,2,D2,"1,655.00",43,,PEMBROKE WEST C,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01326044-26,1,2,D1,"1,924.00",63,,RATHMINES EAST B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01042591-25,1,1,D2,"1,430.00",45,,PEMBROKE WEST C,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01762376,1,2,D1,"1,800.00",44,,PEMBROKE WEST C,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01433228,1,1,D1,"1,533.56",47,,PEMBROKE WEST C,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01401402,2,4,D2,"3,600.00",104,,PEMBROKE WEST C,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01607028,2,4,D1,"2,260.00",90,,PEMBROKE WEST C,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00975709-25,2,4,D1,"2,200.00",92,,PEMBROKE WEST C,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01777883,3,0,D1,"2,288.00",85,,RATHMINES EAST B,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01179356-25,1,2,G,"1,590.00",32,,RATHMINES EAST A,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01474372,1,2,G,"1,700.00",33,,RATHMINES EAST A,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01090630-25,1,2,E2,"1,510.00",32,,RATHMINES WEST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01720658,1,2,F,"1,100.00",32,,RATHMINES EAST D,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01383319-26,1,1,F,"1,150.00",33,,PEMBROKE EAST B,04/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01225411-25,1,2,F,"1,668.00",33,,RATHMINES EAST D,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01207024-25,1,2,,700.00,64,,RATHMINES EAST A,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01519996,1,2,B2,"2,332.00",45,,RATHMINES EAST A,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01517122,1,2,B3,"2,300.00",52,,RATHMINES EAST A,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01145247-25,1,2,B3,"1,900.00",45,,RATHMINES EAST A,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01145053-25,1,2,B3,"1,965.00",54,,RATHMINES EAST A,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01629670,1,2,C1,"1,696.00",50,,RATHMINES EAST A,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01597555,1,0,C1,"1,944.00",40,,RATHMINES EAST A,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01103631-25,1,2,C1,"2,022.00",50,,RATHMINES EAST A,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01374551-25,1,2,C1,"1,445.00",50,,RATHMINES EAST A,04/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01747316,1,2,C3,"1,850.00",40,,RATHMINES EAST A,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0324-00928018-25,1,1,D2,"1,700.00",37,,RATHMINES EAST A,03/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01784007,1,1,,"1,400.00",35,,RATHMINES EAST A,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0120-01568882-26,1,2,,"1,363.00",35,,RATHMINES EAST A,01/2020,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01727362,1,2,,"1,255.00",35,,RATHMINES EAST A,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01555566,1,2,,"1,146.00",35,,RATHMINES EAST A,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01560494,1,2,,"1,350.00",35,,RATHMINES EAST A,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01436357,1,2,,835.00,35,,RATHMINES EAST A,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01386238,1,2,,847.00,35,,RATHMINES EAST A,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01360607-26,1,2,,"1,797.00",35,,RATHMINES EAST A,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01149005-25,1,0,E1,"1,881.00",55,,RATHMINES EAST A,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01539751,1,2,,"1,500.00",60,,RATHMINES EAST A,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01456254,1,2,,"1,365.00",60,,RATHMINES EAST A,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01446138,1,0,,"1,232.00",60,,RATHMINES EAST A,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01399094,1,2,,"1,698.00",60,,RATHMINES EAST A,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01403719,1,2,C3,"2,000.00",40,,RATHMINES EAST A,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01639807,1,2,D1,"1,506.00",40,,RATHMINES EAST A,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01546520,1,2,D1,"1,734.00",40,,RATHMINES EAST A,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00956298-25,1,0,F,"1,410.00",40,,RATHMINES EAST A,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01661351,1,0,C3,"2,040.00",39,,RATHMINES EAST A,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01463777,1,2,D2,"1,800.00",41,,RATHMINES EAST A,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01086868-25,1,2,D2,"1,345.00",41,,RATHMINES EAST A,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01082588-25,1,2,E1,"1,320.00",39,,RATHMINES EAST A,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0422-00058022-25,1,2,C1,"1,199.00",66,,RATHMINES EAST C,04/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01789463,1,2,B3,"2,200.00",65,,PEMBROKE EAST D,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01633682,1,2,B3,"1,758.00",65,,PEMBROKE EAST D,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01558268,1,2,B3,"1,805.00",65,,PEMBROKE EAST D,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01496706,1,2,C1,"1,905.00",65,,PEMBROKE WEST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01542930,1,2,C2,"1,965.00",65,,PEMBROKE EAST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01238206-25,1,2,D1,"1,925.00",45,,RATHMINES EAST A,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-00980724-25,1,2,D1,"1,850.00",45,,RATHMINES EAST A,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-00980800-25,1,2,D1,"1,785.00",45,,RATHMINES EAST A,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01633606,1,0,D2,"1,899.00",45,,RATHMINES EAST A,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01458785,1,0,D2,"1,923.00",45,,RATHMINES EAST A,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01271622-26,1,2,D1,"2,200.00",46,,RATHMINES EAST A,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01227545-25,1,0,G,"1,576.00",46,,RATHMINES EAST A,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01466972,1,2,D1,"2,100.00",42,,RATHMINES EAST A,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01781546,1,2,A1,"2,348.00",60,,PEMBROKE EAST D,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01160295-25,1,2,D1,"1,800.00",50,,RATHMINES EAST A,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01286927-26,1,1,D2,"1,719.00",50,,RATHMINES EAST A,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0320-01584466-26,1,0,,"1,443.00",50,,RATHMINES EAST A,03/2020,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01692781,1,2,,"1,715.00",50,,RATHMINES EAST A,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01761395,1,2,,"1,900.00",50,,RATHMINES EAST A,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01649309,1,2,,"1,641.00",50,,RATHMINES EAST A,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01462271,1,1,,"1,260.00",58,,RATHMINES EAST A,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0220-01576728-26,1,1,,571.05,57,,RATHMINES EAST A,02/2020,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1119-01542167-25,1,2,,"1,201.00",55,,RATHMINES EAST A,11/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01755170,1,2,,"1,451.67",55,,RATHMINES EAST A,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01553161,1,2,,"1,300.00",55,,RATHMINES EAST A,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01559070,2,2,B1,"2,750.00",70,,RATHMINES EAST A,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01520695,2,0,B1,"2,296.00",85,,RATHMINES EAST A,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01336680-26,2,0,B1,"2,398.00",85,,RATHMINES EAST A,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01642476,2,2,B2,"2,720.00",70,,RATHMINES EAST A,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01561148,2,2,B2,"3,250.00",80,,RATHMINES EAST A,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01519296,2,4,B2,"3,600.00",105,,RATHMINES EAST A,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01201331-25,2,4,B2,"2,508.00",67,,RATHMINES EAST A,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01015999-25,2,2,B2,"3,060.00",72,,RATHMINES EAST A,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0523-00552694-26,2,3,B3,"1,840.00",75,,RATHMINES EAST A,05/2023,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01721385,2,2,B3,"2,663.00",90,,RATHMINES EAST A,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01297618-25,2,2,C1,"2,400.00",80,,RATHMINES EAST A,01/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01380692-26,2,4,B3,"2,330.00",81,,RATHMINES EAST A,04/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01706890,2,2,B3,"2,873.00",77,,RATHMINES EAST A,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01425762,2,4,C1,"2,104.00",83,,RATHMINES EAST A,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01579177,2,4,B3,"2,533.00",75,,RATHMINES EAST A,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1019-01529256-25,2,2,C1,"2,712.00",75,,RATHMINES EAST A,10/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01504238,2,2,,"1,950.00",40,,RATHMINES EAST A,07/2025,
