Local Authority,Local Electoral Area,Dwelling Type,RT Number,Number of Bedrooms,Number of Bed Spaces,BER,Rent (Month),Floor Space m2,Match Score,ED Name,Tenancy Start,Tenancy Updated
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0425-01391512,3,6,C3,"3,100.00",94,,DRUMCONDRA SOUTH A,04/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1025-01607290,5,6,F,"3,640.00",111,,CLONTARF WEST D,10/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0824-01121975-25,5,5,B3,"3,080.00",110,,GRACE PARK,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0924-01141722-25,5,5,F,"1,807.00",110,,BEAUMONT F,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1025-01612428,5,6,,"2,925.00",100,,DRUMCONDRA SOUTH A,10/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0924-01148086-25,5,7,,"2,652.00",111,,BEAUMONT F,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1118-01419548-25,5,9,D1,"2,750.00",175,,GRACE PARK,11/2018,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0125-01286182-26,3,4,,"2,700.00",72,,CLONTARF EAST A,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0819-01505289-25,3,4,,"1,122.00",74,,CLONTARF WEST B,08/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0126-01737240,3,3,,"2,327.00",75,,BEAUMONT F,01/2026,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0126-01719184,3,3,,"2,650.00",75,,BEAUMONT E,01/2026,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0725-01488883,3,0,,"2,850.00",75,,BEAUMONT F,07/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0125-01270051-25,3,3,,"2,164.00",75,,CLONTARF WEST E,01/2025,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1024-01179482-26,3,4,,"1,100.00",130,,CLONTARF WEST D,10/2024,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1025-01596924-26,3,4,,"1,260.00",80,,DRUMCONDRA SOUTH A,10/2025,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1025-01598526-26,3,4,,"1,189.00",80,,DRUMCONDRA SOUTH A,10/2025,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1025-01596703-26,3,4,,"1,696.00",80,,DRUMCONDRA SOUTH A,10/2025,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1025-01596001-26,3,4,,"1,265.00",80,,DRUMCONDRA SOUTH A,10/2025,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1025-01596776-26,3,4,,"1,125.00",80,,DRUMCONDRA SOUTH A,10/2025,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1025-01596891-26,3,4,,"1,331.00",80,,DRUMCONDRA SOUTH A,10/2025,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1119-01542971-25,3,5,,"1,643.00",80,,CLONTARF WEST E,11/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1018-01410725-25,3,5,,"1,622.00",80,,GRACE PARK,10/2018,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0919-01524389-25,3,0,,"1,320.00",130,,GRACE PARK,09/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1019-01530242-25,3,6,,"2,700.00",130,,DRUMCONDRA SOUTH A,10/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0226-01778218,3,3,,"1,720.00",85,,CLONTARF WEST D,02/2026,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1025-01595980-26,3,4,,"1,184.00",85,,DRUMCONDRA SOUTH A,10/2025,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0719-01494685-25,3,3,,"2,366.00",85,,BEAUMONT F,07/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0625-01465188,3,5,,"1,600.00",85,,BEAUMONT E,06/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0424-00945701-25,3,3,,"2,700.00",85,,CLONTARF EAST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0220-01572680-25,3,4,,"1,850.00",125,,BEAUMONT E,02/2020,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0824-01107010-25,3,3,,"1,600.00",125,,HARMONSTOWN B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0220-01571358-26,3,5,,"2,080.00",90,,CLONTARF WEST E,02/2020,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1125-01633384,3,4,G,"1,820.00",90,,DRUMCONDRA SOUTH A,11/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0625-01466715,3,3,,"2,405.00",90,,BEAUMONT F,06/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0725-01480026,3,3,G,"1,200.00",90,,CLONTARF WEST E,07/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0126-01715349,3,6,,"2,700.00",120,,DRUMCONDRA SOUTH A,01/2026,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0725-01495867,3,6,,"3,800.00",120,,CLONTARF WEST C,07/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0725-01484899,3,5,F,"3,000.00",120,,CLONTARF WEST D,07/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0119-01433794-25,3,3,,"1,952.00",95,,DRUMCONDRA SOUTH A,01/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1024-01192460-25,3,5,,"3,000.00",95,,CLONTARF WEST C,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0824-01111079-25,3,5,,"2,509.00",95,,CLONTARF WEST E,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1018-01410747-25,3,5,,"1,624.00",115,,BEAUMONT F,10/2018,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0125-01291831,3,5,D2,"2,588.18",114,,CLONTARF EAST C,01/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0126-01727564,3,3,,"2,000.00",100,,DRUMCONDRA SOUTH A,01/2026,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0220-01578163-26,3,6,,"2,100.00",100,,GRACE PARK,02/2020,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1219-01555332-26,3,3,C1,"2,194.44",100,,DRUMCONDRA SOUTH A,12/2019,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1025-01605956,3,6,,"3,300.00",110,,HARMONSTOWN B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0719-01502222-25,3,5,,"2,232.00",110,,GRACE PARK,07/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0925-01553810,3,4,F,"2,592.00",110,,CLONTARF WEST E,09/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0819-01508527-25,3,3,,"2,104.00",105,,GRACE PARK,08/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0725-01506855,3,5,E2,"3,250.00",105,,CLONTARF WEST D,07/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1024-01199142-25,3,5,F,"2,136.00",105,,CLONTARF EAST E,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0225-01319376-25,4,8,,"3,800.00",140,,BEAUMONT D,02/2025,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0319-01461740-25,4,6,,"1,750.00",139,,BEAUMONT F,03/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1225-01692416,4,7,,"3,000.00",130,,CLONTARF WEST D,12/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0825-01529032-25,4,4,,"1,750.00",130,,CLONTARF WEST E,08/2025,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0425-01387588,4,8,,"3,400.00",130,,CLONTARF EAST C,04/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1025-01610691,4,4,,"3,600.00",125,,CLONTARF WEST D,10/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0619-01490789-25,4,7,,"3,184.00",125,,BEAUMONT E,06/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0924-01133341-25,4,4,,"1,950.00",121,,BEAUMONT E,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0525-01412913-26,4,6,,"1,500.00",120,,GRACE PARK,05/2025,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0925-01566716,4,0,,"3,850.00",100,,BEAUMONT F,09/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0724-01085426-25,4,4,,"2,337.00",114,,DRUMCONDRA SOUTH A,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1225-01694730,4,4,,"3,200.00",110,,GRACE PARK,12/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1219-01550465-25,4,0,,"1,799.00",100,,BEAUMONT E,12/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0825-01534767,4,4,,"3,381.00",100,,DRUMCONDRA SOUTH A,08/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1218-01429769-26,4,4,,"1,650.00",100,,CLONTARF WEST D,12/2018,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0919-01519113-25,4,4,,"3,060.00",110,,BEAUMONT F,09/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0824-01117593-25,4,8,,"4,000.00",110,,CLONTARF WEST E,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0123-00417545-25,4,4,,"2,413.00",102,,DRUMCONDRA SOUTH A,01/2023,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1024-01174442-25,4,5,,"2,864.00",108,,CLONTARF EAST A,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0825-01529890,4,5,C3,"3,968.00",167,,CLONTARF WEST C,08/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1125-01666579,2,3,D1,"2,095.00",65,,CLONTARF WEST C,11/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0925-01581968,4,8,,"2,500.00",150,,CLONTARF WEST C,09/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1024-01198868-25,2,0,C2,"3,000.00",80,,CLONTARF WEST C,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0424-00963942-25,2,2,E2,"2,058.00",80,,CLONTARF WEST C,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0525-01417442-26,5,5,,"3,174.00",195,,CLONTARF WEST C,05/2025,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0818-01381915-25,5,5,,"2,980.00",190,,CLONTARF WEST C,08/2018,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1119-01541004-25,4,6,B1,"1,500.00",155,,DRUMCONDRA SOUTH A,11/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0424-00946199-26,4,5,C2,"3,087.00",50,,DRUMCONDRA SOUTH A,04/2024,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1125-01640501,2,2,D2,"2,500.00",66,,CLONTARF WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1224-01255216-25,2,4,,"1,715.00",70,,CLONTARF WEST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0925-01550378,5,0,,"3,709.00",200,,CLONTARF EAST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1025-01602327,2,4,C1,"2,540.00",82,,CLONTARF EAST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1024-01188967-25,2,2,C1,"2,500.00",84,,CLONTARF EAST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0225-01330846-26,3,6,C1,"3,000.00",117,,CLONTARF EAST B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0819-01506259-25,2,3,D2,"2,030.00",74,,CLONTARF WEST B,08/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1118-01413245-25,2,4,,"1,829.00",65,,CLONTARF EAST C,11/2018,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1225-01698320,4,5,B3,"3,200.00",166,,CLONTARF EAST A,12/2025,
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-0119-01440001-26,3,4,,"1,000.00",82,,CLONTARF EAST A,01/2019,2026
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1219-01559618-25,4,7,,"2,400.00",150,,BEAUMONT F,12/2019,2025
DUBLIN CITY COUNTY COUNCIL,Clontarf,House,RT-1024-01175635-25,2,4,E2,"1,875.00",70,,HARMONSTOWN B,10/2024,2025
