Local Authority,Local Electoral Area,Dwelling Type,RT Number,Number of Bedrooms,Number of Bed Spaces,BER,Rent (Month),Floor Space m2,Match Score,ED Name,Tenancy Start,Tenancy Updated
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1024-01187008-25,2,2,D1,"1,500.00",80,,FIRHOUSE-BALLYCULLEN,10/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0325-01358628,3,6,A2,"2,472.00",103,,FIRHOUSE-BALLYCULLEN,03/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0925-01571771,4,0,A3,"3,009.00",149,,FIRHOUSE-BALLYCULLEN,09/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1225-01676660,3,3,B1,"2,714.00",116,,FIRHOUSE-BALLYCULLEN,12/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1025-01627107,3,0,B1,"2,760.00",116,,FIRHOUSE-BALLYCULLEN,10/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0424-00945244-25,3,5,B3,"2,800.00",97,,FIRHOUSE-BALLYCULLEN,04/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0125-01296121,3,3,,"2,200.00",132,,FIRHOUSE VILLAGE,01/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1224-01235434-25,4,7,B3,"3,309.00",150,,FIRHOUSE-BALLYCULLEN,12/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1124-01203518-25,4,5,C3,"3,200.00",136,,FIRHOUSE-BALLYCULLEN,11/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1025-01601828,4,4,C1,"3,450.00",130,,FIRHOUSE-BALLYCULLEN,10/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0919-01523846-25,4,8,C1,"3,250.00",150,,FIRHOUSE-BALLYCULLEN,09/2019,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0824-01092547-25,3,5,C1,"2,160.00",104,,FIRHOUSE-BALLYCULLEN,08/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0325-01351451-26,3,5,C2,"2,600.00",100,,FIRHOUSE-BALLYCULLEN,03/2025,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0219-01452655-25,3,5,C2,"2,200.00",110,,FIRHOUSE-BALLYCULLEN,02/2019,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0824-01099062-25,2,4,C3,"2,017.00",65,,FIRHOUSE-KNOCKLYON,08/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0522-00077684-25,3,5,C2,"1,475.00",101,,FIRHOUSE-BALLYCULLEN,05/2022,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0524-01012169-25,2,3,C2,"1,836.00",76,,EDMONDSTOWN,05/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0818-01384253-25,3,5,C3,"1,778.00",100,,FIRHOUSE-BALLYCULLEN,08/2018,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0125-01268982-25,3,4,D1,"2,100.00",100,,FIRHOUSE-BALLYCULLEN,01/2025,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1024-01187855-25,3,5,D1,"2,795.00",100,,FIRHOUSE-BALLYCULLEN,10/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0918-01385703-25,3,6,D1,"2,288.00",102,,FIRHOUSE-BALLYCULLEN,09/2018,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1024-01179649-25,3,5,D1,"1,740.00",114,,FIRHOUSE-BALLYCULLEN,10/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0618-01359090-25,3,5,D1,"2,045.00",97,,FIRHOUSE-BALLYCULLEN,06/2018,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0625-01448352,3,5,D2,"1,619.00",110,,FIRHOUSE-BALLYCULLEN,06/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0225-01307642-26,2,3,D2,"1,687.00",66,,EDMONDSTOWN,02/2025,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0226-01772903,3,5,,"1,500.00",130,,,02/2026,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0722-00146298-25,3,4,,"1,950.56",130,,FIRHOUSE VILLAGE,07/2022,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0825-01512921,4,0,,"3,700.00",50,,FIRHOUSE-BALLYCULLEN,08/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0725-01481093,4,0,,"3,000.00",50,,FIRHOUSE-BALLYCULLEN,07/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0226-01746970,4,0,,"2,956.00",141,,FIRHOUSE-BALLYCULLEN,02/2026,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0226-01746886,4,0,,"2,918.00",143,,FIRHOUSE-BALLYCULLEN,02/2026,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0225-01321695-26,2,4,,"2,346.00",70,,EDMONDSTOWN,02/2025,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0924-01127742-25,2,4,,"2,100.00",70,,FIRHOUSE-KNOCKLYON,09/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1025-01617837,3,3,C1,"2,581.00",90,,FIRHOUSE-KNOCKLYON,10/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1025-01593831,3,6,,500.00,100,,FIRHOUSE-KNOCKLYON,10/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0924-01145631-25,3,3,,"2,700.00",120,,FIRHOUSE-KNOCKLYON,09/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0220-01577396-26,4,4,B3,"2,500.00",148,,FIRHOUSE-KNOCKLYON,02/2020,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0225-01329124-26,4,6,A2,"3,600.00",186,,FIRHOUSE-KNOCKLYON,02/2025,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0220-01574394-26,4,6,C2,"2,800.00",160,,FIRHOUSE-KNOCKLYON,02/2020,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0425-01402755,4,6,B3,"3,400.00",134,,FIRHOUSE VILLAGE,04/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0925-01551691,4,4,C1,"3,250.00",134,,FIRHOUSE VILLAGE,09/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0620-01614758-25,4,8,C2,"1,898.00",130,,FIRHOUSE VILLAGE,06/2020,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0718-01368854-25,3,6,B3,"1,600.00",120,,FIRHOUSE VILLAGE,07/2018,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0624-01046692-25,6,10,C2,"4,570.00",140,,FIRHOUSE VILLAGE,06/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0618-01354898-25,3,6,C3,"1,962.00",120,,EDMONDSTOWN,06/2018,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1025-01620133,4,8,C2,"2,711.00",120,,FIRHOUSE VILLAGE,10/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1025-01605847,3,0,D2,"3,500.00",120,,FIRHOUSE VILLAGE,10/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0219-01447329-26,3,5,D2,"1,730.00",87,,FIRHOUSE VILLAGE,02/2019,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1019-01527659-25,4,8,D2,"1,750.00",120,,EDMONDSTOWN,10/2019,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0120-01569519-26,4,0,,"3,077.00",140,,EDMONDSTOWN,01/2020,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0724-01047780-25,2,0,,"1,775.00",70,,FIRHOUSE VILLAGE,07/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0318-01320860-26,2,3,,"1,222.00",70,,BOHERNABREENA,03/2018,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1224-01261581,2,0,,"1,750.00",75,,FIRHOUSE VILLAGE,12/2024,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0424-00974882-26,2,2,,"1,800.00",75,,FIRHOUSE VILLAGE,04/2024,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0119-01434928-25,3,5,C1,"2,206.00",90,,BOHERNABREENA,01/2019,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1225-01682514,3,3,C1,"2,200.00",110,,BOHERNABREENA,12/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0819-01509284-25,3,5,D1,"1,479.80",93,,BOHERNABREENA,08/2019,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1018-01399486-25,3,5,D1,"1,748.00",110,,BOHERNABREENA,10/2018,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0319-01459882-26,3,3,D2,"1,935.00",97,,BOHERNABREENA,03/2019,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0125-01265325-26,3,6,,"2,500.00",120,,BOHERNABREENA,01/2025,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0825-01532197,4,4,A2,"3,500.00",132,,BOHERNABREENA,08/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-1125-01654014,4,0,,"3,300.00",50,,BOHERNABREENA,11/2025,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0319-01455681-25,4,6,,"1,500.00",150,,BOHERNABREENA,03/2019,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0126-01728409-26,4,6,,"1,300.00",125,,BOHERNABREENA,01/2026,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0419-01465428-26,4,0,,"1,750.00",120,,BOHERNABREENA,04/2019,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0225-01332475-26,4,0,,"2,423.00",120,,BOHERNABREENA,02/2025,2026
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0126-01730340,3,5,,"1,350.00",100,,BOHERNABREENA,01/2026,
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0824-01121246-25,3,5,,"2,000.00",82,,FIRHOUSE VILLAGE,08/2024,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0920-01652834-25,3,5,,"1,773.00",62,,FIRHOUSE VILLAGE,09/2020,2025
SOUTH DUBLIN COUNTY COUNCIL,Firhouse - Bohernabreena,House,RT-0918-01385647-25,3,0,D1,"2,021.00",111,,FIRHOUSE VILLAGE,09/2018,2025
