Local Authority,Local Electoral Area,Dwelling Type,RT Number,Number of Bedrooms,Number of Bed Spaces,BER,Rent (Month),Floor Space m2,Match Score,ED Name,Tenancy Start,Tenancy Updated
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0925-01554106,6,0,D1,"4,500.00",110,,KNOCKNACARRAGH,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1125-01658500,4,4,B3,"1,250.00",150,,BARNA,11/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0425-01393602,3,3,C1,"1,900.00",100,,BARNA,04/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1124-01216731-25,4,4,C1,"1,500.00",125,,BARNA,11/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0519-01478948-25,4,7,C2,"1,800.00",119,,BARNA,05/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0320-01582798-26,3,4,C3,"1,500.00",140,,BARNA,03/2020,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1125-01636616,3,5,C3,"1,497.00",101,,BARNA,11/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0220-01573640-26,3,3,D2,"1,124.00",100,,TAYLORS HILL,02/2020,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0719-01496357-25,3,5,D2,"1,428.00",102,,BARNA,07/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0120-01569119-26,4,0,D2,"1,565.00",100,,BARNA,01/2020,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0219-01445961-26,4,4,D2,"1,591.00",90,,BARNA,02/2019,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1125-01630278,4,4,D1,"2,200.00",125,,BARNA,11/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1224-01245466-25,4,0,D2,"1,738.00",130,,TAYLORS HILL,12/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0120-01560319-26,4,6,D1,"1,750.00",126,,BARNA,01/2020,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0918-01394608-25,4,6,D1,"1,274.00",128,,BARNA,09/2018,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0925-01569605-25,4,0,E2,"3,200.00",173,,TAYLORS HILL,09/2025,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0922-00247988-25,4,7,,"1,287.00",120,,TAYLORS HILL,09/2022,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0226-01774398,4,4,C2,"1,050.00",112,,BARNA,02/2026,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0226-01751141,4,6,,"3,200.00",112,,BARNA,02/2026,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0925-01568832,4,0,,"2,115.00",110,,TAYLORS HILL,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0925-01567749,4,4,,"2,100.00",110,,BARNA,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0320-01583079-26,4,4,,989.00,90,,BARNA,03/2020,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0126-01733881,4,4,,"1,300.00",90,,BARNA,01/2026,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0120-01562847-26,4,4,,"1,371.00",90,,BARNA,01/2020,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0226-01774341,4,8,,"2,200.00",102,,BARNA,02/2026,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1025-01605891,4,4,D1,"1,386.67",102,,TAYLORS HILL,10/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1024-01172494-25,4,3,,"1,697.00",102,,TAYLORS HILL,10/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0120-01568707-26,4,8,,"1,127.00",100,,BARNA,01/2020,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1225-01678542,4,0,,"2,950.00",100,,BARNA,12/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0925-01569832,4,0,,"3,000.00",100,,TAYLORS HILL,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0126-01730085,4,4,,"2,575.00",90,,BARNA,01/2026,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0918-01384389-25,4,4,,"1,040.00",96,,TAYLORS HILL,09/2018,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0824-01122095-25,4,4,,"2,800.00",98,,BARNA,08/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0725-01504022,4,0,,"2,250.00",90,,BARNA,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1019-01536887-25,5,0,,"2,000.00",200,,TAYLORS HILL,10/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1021-01799942-25,5,10,,"1,613.00",217,,BARNA,10/2021,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0326-01791439,4,4,,"2,600.00",120,,TAYLORS HILL,03/2026,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1024-01171814-25,4,5,,"2,160.00",120,,TAYLORS HILL,10/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1118-01415295-25,3,0,D1,"1,024.00",100,,TAYLORS HILL,11/2018,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0625-01465204,3,0,G,"2,255.00",85,,TAYLORS HILL,06/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0825-01516913,4,0,C2,"2,560.00",142,,TAYLORS HILL,08/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1018-01408646-25,4,5,,"1,300.00",110,,TAYLORS HILL,10/2018,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1025-01624556,6,6,B3,"4,100.00",111,,TAYLORS HILL,10/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0918-01391095-25,4,8,D2,"1,045.00",90,,TAYLORS HILL,09/2018,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0418-01323929-26,4,4,D2,"1,298.00",90,,TAYLORS HILL,04/2018,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0319-01460748-26,3,5,,850.00,102,,TAYLORS HILL,03/2019,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1125-01636757-25,3,0,,900.00,85,,TAYLORS HILL,11/2025,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0220-01576702-26,4,0,,950.00,150,,TAYLORS HILL,02/2020,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0724-01069636-25,5,10,,"3,293.00",185,,TAYLORS HILL,07/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0524-00981680-25,3,0,C1,"1,774.00",93,,BARNA,05/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0320-01583682-26,3,0,C2,"1,540.00",101,,BARNA,03/2020,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1222-00349013-25,4,4,C1,"1,862.00",130,,BARNA,12/2022,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1125-01636021,4,4,C1,"2,595.00",160,,BARNA,11/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0919-01519106-25,3,6,C3,"1,074.00",100,,BARNA,09/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-1125-01666695,4,4,C3,"1,500.00",135,,BARNA,11/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0818-01380749-25,3,5,D2,"1,456.00",93,,BARNA,08/2018,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,House,RT-0420-01594288-26,4,0,,"1,458.00",125,,BARNA,04/2020,2026
