Local Authority,Local Electoral Area,Dwelling Type,RT Number,Number of Bedrooms,Number of Bed Spaces,BER,Rent (Month),Floor Space m2,Match Score,ED Name,Tenancy Start,Tenancy Updated
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0718-01363339-25,2,4,D2,"1,700.00",60,,MERCHANTS QUAY B,07/2018,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0825-01539498,2,4,G,"2,650.00",60,,MERCHANTS QUAY B,08/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0623-00599720-25,2,2,C3,"1,395.00",59,,MERCHANTS QUAY B,06/2023,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0725-01504561,2,4,C2,"2,200.00",57,,MERCHANTS QUAY B,07/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0725-01488394,2,4,C2,"2,121.00",56,,MERCHANTS QUAY B,07/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0225-01329025-26,2,4,,"2,000.00",45,,MERCHANTS QUAY B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0924-01158557-25,2,2,,"1,833.00",45,,MERCHANTS QUAY B,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0924-01157308-25,2,4,C1,"1,496.00",55,,MERCHANTS QUAY B,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1125-01630619-25,2,4,C1,"1,800.00",55,,MERCHANTS QUAY B,11/2025,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0226-01774047,2,4,C3,"2,350.00",56,,MERCHANTS QUAY B,02/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0825-01542543,2,2,C3,"2,487.00",54,,MERCHANTS QUAY B,08/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0325-01350057,2,4,C3,"2,190.00",56,,MERCHANTS QUAY B,03/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0625-01446386,2,0,D1,"2,270.00",56,,MERCHANTS QUAY B,06/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0525-01429486,2,4,D1,"2,295.00",54,,MERCHANTS QUAY B,05/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0325-01348873-26,2,4,D2,"2,245.00",56,,MERCHANTS QUAY B,03/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1125-01655889,2,4,E1,"1,789.00",56,,MERCHANTS QUAY B,11/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1024-01173447-25,2,4,C1,"2,495.00",50,,MERCHANTS QUAY B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0822-00179300-25,2,3,C2,"2,282.00",50,,MERCHANTS QUAY B,08/2022,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1118-01415763-25,2,2,C3,"2,686.00",50,,MERCHANTS QUAY B,11/2018,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0226-01780098,2,2,D2,"1,570.00",50,,MERCHANTS QUAY B,02/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1124-01214090-25,2,3,D2,"1,564.00",50,,MERCHANTS QUAY B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0319-01460560-26,2,2,D2,"1,666.00",50,,MERCHANTS QUAY B,03/2019,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0825-01515183,2,2,C2,"1,820.00",52,,MERCHANTS QUAY B,08/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0519-01474191-26,2,4,D2,"1,518.93",53,,MERCHANTS QUAY B,05/2019,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0220-01575683-26,2,4,,"1,700.00",50,,MERCHANTS QUAY B,02/2020,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0424-00965817-25,3,6,D2,"3,066.00",103,,MERCHANTS QUAY B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0918-01390989-25,3,5,E1,"2,280.00",83,,MERCHANTS QUAY B,09/2018,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0220-01575910-26,3,4,,"2,000.00",70,,MERCHANTS QUAY B,02/2020,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0226-01749142,3,6,,"2,100.00",70,,MERCHANTS QUAY B,02/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1025-01625604,3,0,,"3,500.00",90,,MERCHANTS QUAY B,10/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0925-01570949,3,5,,"2,150.00",140,,MERCHANTS QUAY B,09/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0225-01320281-26,3,0,,"2,400.00",85,,MERCHANTS QUAY B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0123-00389368-25,3,6,,"1,980.00",95,,MERCHANTS QUAY B,01/2023,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0619-01490022-25,1,2,C2,"1,418.00",37,,MERCHANTS QUAY B,06/2019,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0326-01782739,1,1,C2,"2,200.00",38,,MERCHANTS QUAY B,03/2026,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1125-01635364,1,0,C2,"1,569.00",38,,MERCHANTS QUAY B,11/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0625-01458227,1,2,C2,"2,115.00",42,,MERCHANTS QUAY B,06/2025,
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0225-01305827-26,1,2,C2,"1,428.00",42,,MERCHANTS QUAY B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1019-01529142-25,1,2,C3,"1,930.00",42,,MERCHANTS QUAY B,10/2019,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0824-01095775-25,1,0,,"1,177.00",60,,MERCHANTS QUAY B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0724-01058456-25,1,1,,"1,663.00",60,,MERCHANTS QUAY B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0424-00947898-25,1,2,,"1,570.00",60,,MERCHANTS QUAY B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1225-01672162-25,2,4,C2,"1,831.00",80,,MERCHANTS QUAY B,12/2025,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-1024-01185091-25,2,2,C2,"1,942.00",80,,MERCHANTS QUAY B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0225-01322925-26,2,4,C3,"2,237.00",78,,MERCHANTS QUAY B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,South West Inner City,Apartment / Flat,RT-0924-01134476-25,1,2,D2,"1,780.00",37,,MERCHANTS QUAY B,09/2024,2025
