Local Authority,Local Electoral Area,Dwelling Type,RT Number,Number of Bedrooms,Number of Bed Spaces,BER,Rent (Month),Floor Space m2,Match Score,ED Name,Tenancy Start,Tenancy Updated
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0625-01470458,3,5,A2,"1,457.00",80,,BARNA,06/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0925-01548031,3,4,B3,"1,078.00",84,,BARNA,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1019-01532138-25,3,4,D1,"1,153.00",84,,BARNA,10/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0525-01441512,3,4,C1,"1,241.00",42,,BARNA,05/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0119-01435900-25,3,3,C3,"1,200.00",80,,BARNA,01/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1225-01674283,3,4,C3,"1,611.00",78,,BARNA,12/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0126-01710447,3,5,C1,"2,400.00",77,,BARNA,01/2026,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0320-01581753-26,3,5,D1,"1,072.00",77,,BARNA,03/2020,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0419-01472657-25,3,0,C1,"1,060.00",75,,BARNA,04/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1019-01530596-25,3,3,C2,"1,338.00",75,,BARNA,10/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1019-01530774-25,3,0,D1,"1,405.00",70,,BARNA,10/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1225-01693312,3,6,D1,"1,045.00",69,,BARNA,12/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1024-01172879-25,3,6,D1,"1,600.00",69,,BARNA,10/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0125-01289053,3,6,D2,"1,021.00",69,,BARNA,01/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0425-01380908,3,4,D2,"1,106.00",59,,BARNA,04/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0422-00067568-25,3,3,D2,889.67,60,,BARNA,04/2022,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01480255,2,4,B1,"1,691.00",88,,BARNA,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0925-01580722,3,3,B3,"2,800.00",95,,BARNA,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0225-01307991-25,2,0,B3,"1,505.00",88,,BARNA,02/2025,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0120-01562863-25,2,2,C2,"1,069.00",90,,BARNA,01/2020,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0519-01481696-25,3,6,C1,"1,481.00",93,,KNOCKNACARRAGH,05/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0524-00992623-25,3,3,C2,"1,428.00",92,,BARNA,05/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0120-01565094-26,3,6,C3,"1,193.00",95,,BARNA,01/2020,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0925-01561377,2,4,C3,"2,250.00",91,,BARNA,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0825-01525257,3,5,C3,"2,275.00",98,,BARNA,08/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01508444,2,0,D2,"1,400.00",90,,BARNA,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0419-01465236-25,3,5,D1,"1,111.00",93,,BARNA,04/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0219-01451974-25,2,0,,"1,269.00",90,,KNOCKNACARRAGH,02/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0825-01522269,2,4,B1,"1,125.00",74,,KNOCKNACARRAGH,08/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0722-00133115-25,2,2,B2,"1,111.00",69,,KNOCKNACARRAGH,07/2022,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0722-00156700-25,2,2,B2,"1,078.00",76,,KNOCKNACARRAGH,07/2022,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0522-00072329-25,2,2,B2,"1,117.00",75,,KNOCKNACARRAGH,05/2022,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0822-00181023-25,2,2,B2,"1,373.00",75,,KNOCKNACARRAGH,08/2022,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0522-00072305-25,2,2,B2,"1,172.00",75,,KNOCKNACARRAGH,05/2022,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0226-01762187,2,4,B3,"2,300.00",70,,KNOCKNACARRAGH,02/2026,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1225-01680017,2,2,B3,"1,264.00",68,,KNOCKNACARRAGH,12/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1025-01609185,2,4,B3,"1,037.00",68,,KNOCKNACARRAGH,10/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0525-01431242,2,4,B3,"1,309.00",62,,KNOCKNACARRAGH,05/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0319-01454674-26,2,4,,"1,304.00",90,,KNOCKNACARRAGH,03/2019,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1025-01602475,2,0,A2,"2,300.00",87,,BARNA,10/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1224-01260679-25,2,2,A2,"2,300.00",87,,BARNA,12/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0924-01146028-25,2,2,A2,"2,400.00",87,,BARNA,09/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0226-01746269,2,0,A2,"2,350.00",86,,BARNA,02/2026,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0325-01354177,2,0,A2,"2,300.00",86,,BARNA,03/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0325-01354180,2,0,A2,"2,300.00",86,,BARNA,03/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0325-01350700-26,2,0,A2,"2,300.00",86,,BARNA,03/2025,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0825-01517285,2,2,D2,"1,600.00",80,,KNOCKNACARRAGH,08/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0924-01143431-25,2,0,E2,"2,275.00",80,,KNOCKNACARRAGH,09/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0126-01710036,2,4,C1,"2,600.00",78,,KNOCKNACARRAGH,01/2026,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0919-01522239-25,2,4,,"1,500.00",80,,KNOCKNACARRAGH,09/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0519-01483703-25,2,2,,572.00,79,,KNOCKNACARRAGH,05/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1118-01420099-25,2,2,C1,"1,169.00",76,,KNOCKNACARRAGH,11/2018,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0225-01320664,2,4,C3,"1,338.00",76,,KNOCKNACARRAGH,02/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01503079,2,2,D1,"1,669.00",76,,KNOCKNACARRAGH,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0819-01513358-25,2,3,,585.00,50,,KNOCKNACARRAGH,08/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0625-01446392,2,4,B3,"1,750.00",55,,KNOCKNACARRAGH,06/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0525-01425772,2,2,B3,"1,750.00",55,,KNOCKNACARRAGH,05/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0123-00413799-25,2,0,B3,"1,200.00",55,,KNOCKNACARRAGH,01/2023,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0925-01552296,2,2,C2,"1,770.00",75,,KNOCKNACARRAGH,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0824-01115568-25,2,2,C2,"1,550.00",75,,KNOCKNACARRAGH,08/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1119-01546862-25,2,2,C2,"1,539.00",74,,KNOCKNACARRAGH,11/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0524-00999247-25,2,2,C2,"1,800.00",51,,BARNA,05/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1119-01545997-25,2,2,,"1,263.68",50,,BARNA,11/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1024-01182398,2,4,C2,"2,000.00",71,,KNOCKNACARRAGH,10/2024,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0425-01402066,2,4,C2,"1,110.00",72,,KNOCKNACARRAGH,04/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0424-00943310-25,2,0,D1,"1,752.00",68,,KNOCKNACARRAGH,04/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01489737,2,0,D1,"1,890.00",73,,KNOCKNACARRAGH,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01506745,2,4,C3,"1,099.00",58,,KNOCKNACARRAGH,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01498111-25,2,0,,"1,250.00",60,,KNOCKNACARRAGH,07/2025,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1224-01243200-25,2,0,,"1,162.00",60,,KNOCKNACARRAGH,12/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0125-01289056-25,2,0,,"1,408.00",60,,KNOCKNACARRAGH,01/2025,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0424-00963567-25,2,2,B3,"1,300.00",65,,KNOCKNACARRAGH,04/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0925-01556670,2,4,D2,"1,869.00",66,,KNOCKNACARRAGH,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1018-01407457-25,2,0,,"1,000.00",65,,KNOCKNACARRAGH,10/2018,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0819-01508244-25,2,2,,"1,354.00",65,,KNOCKNACARRAGH,08/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0918-01389442-25,2,2,,"1,495.00",65,,KNOCKNACARRAGH,09/2018,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1025-01618428,3,6,B3,"2,627.00",121,,KNOCKNACARRAGH,10/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1225-01676981,3,3,,"2,110.00",120,,KNOCKNACARRAGH,12/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0825-01532865,3,6,A2,"2,636.00",121,,BARNA,08/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1225-01673060,3,5,B2,"2,500.00",101,,BARNA,12/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0524-01001091-25,2,4,D1,"1,080.00",90,,TAYLORS HILL,05/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0825-01537398,3,0,B3,"3,000.00",101,,BARNA,08/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0625-01461170-25,3,3,B3,"2,200.00",115,,BARNA,06/2025,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0924-01146831-25,3,3,B3,"2,653.00",100,,BARNA,09/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0226-01766811,2,4,C3,"1,420.00",100,,KNOCKNACARRAGH,02/2026,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0524-00984450-25,2,4,C2,"2,200.00",89,,BARNA,05/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1025-01605637,2,2,C1,"1,160.00",83,,BARNA,10/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01500745,2,2,C3,"2,050.00",95,,BARNA,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0126-01725950,3,3,C2,"2,463.00",107,,TAYLORS HILL,01/2026,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1024-01168870-25,2,0,C3,"2,261.00",107,,KNOCKNACARRAGH,10/2024,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01488505,1,1,,"1,700.00",50,,TAYLORS HILL,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01488582,1,1,,"1,466.00",50,,TAYLORS HILL,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01492444,1,1,,"1,658.00",60,,TAYLORS HILL,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0519-01480767-25,1,1,,979.00,54,,TAYLORS HILL,05/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0825-01526084,2,4,D1,600.00,100,,TAYLORS HILL,08/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1018-01401633-25,2,2,E2,"1,043.00",59,,TAYLORS HILL,10/2018,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0625-01460854-25,2,0,,935.00,60,,TAYLORS HILL,06/2025,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0925-01581248,2,4,,"2,000.00",58,,TAYLORS HILL,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0925-01566735,2,4,,"2,242.00",57,,TAYLORS HILL,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01488631,2,2,,"1,699.00",60,,TAYLORS HILL,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01481721,2,2,,"1,658.00",70,,TAYLORS HILL,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0425-01407633,2,0,,"2,100.00",70,,TAYLORS HILL,04/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0525-01413506,2,0,,"2,100.00",70,,TAYLORS HILL,05/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0125-01299112-25,2,0,A2,"2,300.00",86,,BARNA,01/2025,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0125-01299085-25,2,2,A2,"2,300.00",86,,BARNA,01/2025,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0825-01540549,2,4,A2,"2,200.00",81,,BARNA,08/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1225-01680329,2,4,A2,"2,400.00",82,,BARNA,12/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1224-01245971,2,2,A2,"2,350.00",82,,BARNA,12/2024,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0225-01330212-26,2,2,,"2,200.00",70,,TAYLORS HILL,02/2025,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0725-01481411,2,0,A2,"2,600.00",70,,BARNA,07/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0925-01565099,2,4,,"2,030.00",50,,BARNA,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0925-01560733,2,4,,"1,362.00",50,,BARNA,09/2025,
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0519-01482819-25,2,2,,848.00,50,,BARNA,05/2019,2025
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-0125-01287362-26,2,2,A2,"2,341.00",65,,BARNA,01/2025,2026
GALWAY CITY COUNTY COUNCIL,Galway City West,Apartment / Flat,RT-1025-01601554,2,4,C2,"1,750.00",70,,BARNA,10/2025,
